0.000000,0.725691,0.211765,0.250000
0.000000,0.732406,0.200000,0.250000
0.000000,0.759179,0.235294,0.250000
0.000000,0.712500,0.231373,0.166667
0.000000,0.722153,0.286275,0.250000
0.000000,0.702941,0.239216,0.250000
0.000000,0.685459,0.250980,0.250000
0.000000,0.719494,0.211765,0.250000
0.000000,0.711894,0.247059,0.166667
0.000000,0.717290,0.219608,0.250000
0.000000,0.731865,0.203922,0.250000
0.000000,0.721065,0.215686,0.250000
0.000000,0.711462,0.211765,0.250000
0.000000,0.717934,0.223529,0.250000
0.000000,0.745739,0.203922,0.250000
0.000000,0.728836,0.231373,0.250000
0.000000,0.701054,0.200000,0.166667
0.000000,0.716335,0.200000,0.166667
0.000000,0.690592,0.227451,0.250000
0.000000,0.730162,0.203922,0.250000
0.000000,0.716593,0.219608,0.250000
0.000000,0.708180,0.219608,0.250000
0.000000,0.739496,0.211765,0.250000
0.000000,0.750000,0.200000,0.250000
0.000000,0.714718,0.215686,0.250000
0.000000,0.723880,0.211765,0.250000
0.000000,0.704324,0.203922,0.250000
0.000000,0.720714,0.211765,0.166667
0.000000,0.749462,0.250980,0.250000
0.000000,0.703003,0.000000,0.250000
0.000000,0.717783,0.250980,0.250000
0.000000,0.677029,0.203922,0.250000
0.000000,0.732276,0.215686,0.250000
0.000000,0.696248,0.235294,0.250000
0.000000,0.754012,0.200000,0.250000
0.000000,0.724771,0.200000,0.166667
0.000000,0.702517,0.207843,0.250000
0.000000,0.748409,0.250980,0.250000
0.000000,0.682819,0.239216,0.250000
0.000000,0.682044,0.200000,0.250000
0.000000,0.967105,0.235294,0.000000
0.000000,0.976919,0.203922,0.000000
0.000000,0.945364,0.211765,0.000000
0.000000,0.822838,0.200000,0.000000
0.000000,0.966817,0.200000,0.000000
0.000000,0.920051,0.219608,0.000000
0.000000,0.955343,0.203922,0.000000
0.000000,0.957061,0.223529,0.000000
0.000000,0.966932,0.200000,0.166667
0.000000,0.979561,0.200000,0.000000
0.000000,0.998848,0.223529,0.000000
0.000000,0.980664,0.215686,0.083333
0.000000,0.970063,0.203922,0.000000
0.000000,1.001221,0.207843,0.000000
0.000000,0.971390,0.203922,0.000000
0.000000,0.983528,0.254902,0.000000
0.000000,0.974625,0.211765,0.000000
0.000000,1.009779,0.207843,0.000000
0.000000,0.968855,0.223529,0.000000
0.000000,0.929522,0.219608,0.000000
0.000000,0.978036,0.243137,0.000000
0.000000,0.985275,0.207843,0.000000
0.000000,0.965254,0.200000,0.000000
0.000000,0.969226,0.211765,0.000000
0.000000,0.984485,0.223529,0.000000
0.000000,0.958852,0.207843,0.000000
0.000000,0.942070,0.211765,0.000000
0.000000,0.973045,0.200000,0.000000
0.000000,0.974359,0.211765,0.000000
0.000000,0.922522,0.207843,0.000000
0.000000,0.951579,0.231373,0.000000
0.000000,0.954452,0.223529,0.000000
0.000000,0.960723,0.200000,0.000000
0.000000,0.979687,0.203922,0.000000
0.000000,0.985112,0.203922,0.000000
0.000000,1.005148,0.207843,0.000000
0.000000,0.935268,0.215686,0.083333
0.000000,1.019231,0.203922,0.000000
0.000000,0.917490,0.282353,0.000000
0.000000,0.991019,0.235294,0.000000
0.000000,0.486875,0.200000,0.000000
0.000000,0.502311,0.215686,0.000000
0.000000,0.502874,0.223529,0.000000
0.000000,0.499470,0.215686,0.000000
0.000000,0.494668,0.200000,0.000000
0.000000,0.502021,0.203922,0.000000
0.000000,0.530204,0.207843,0.000000
0.000000,0.487481,0.207843,0.000000
0.000000,0.502229,0.223529,0.000000
0.000000,0.492698,0.231373,0.000000
0.000000,0.490741,0.207843,0.000000
0.000000,0.501522,0.200000,0.000000
0.000000,0.493446,0.207843,0.000000
0.000000,0.489162,0.200000,0.000000
0.000000,0.478832,0.223529,0.000000
0.000000,0.473947,0.227451,0.000000
0.000000,0.503170,0.203922,0.000000
0.000000,0.492233,0.200000,0.000000
0.000000,0.481896,0.223529,0.000000
0.000000,0.493100,0.294118,0.000000
0.000000,0.487380,0.200000,0.000000
0.000000,0.498066,0.215686,0.000000
0.000000,0.502491,0.298039,0.000000
0.000000,0.497937,0.305882,0.000000
0.000000,0.469277,0.227451,0.000000
0.000000,0.496067,0.200000,0.000000
0.000000,0.501761,0.211765,0.000000
0.000000,0.504459,0.243137,0.000000
0.000000,0.496162,0.203922,0.000000
0.000000,0.447778,0.215686,0.000000
0.000000,0.507221,0.211765,0.000000
0.000000,0.485714,0.250980,0.000000
0.000000,0.488235,0.215686,0.000000
0.000000,0.506826,0.207843,0.000000
0.000000,0.488542,0.211765,0.000000
0.000000,0.497008,0.203922,0.000000
0.000000,0.480480,0.200000,0.000000
0.000000,0.507364,0.203922,0.000000
0.000000,0.487608,0.215686,0.000000
0.000000,0.498485,0.219608,0.000000
0.000000,0.496082,0.223529,0.500000
0.000000,0.493187,0.200000,0.666667
0.000000,0.492663,0.207843,0.666667
0.000000,0.482215,0.200000,0.666667
0.000000,0.493433,0.200000,0.500000
0.000000,0.493892,0.215686,0.666667
0.000000,0.491911,0.239216,0.583333
0.000000,0.489987,0.239216,0.500000
0.000000,0.498762,0.223529,0.500000
0.000000,0.496659,0.223529,0.583333
0.000000,0.492804,0.207843,0.666667
0.000000,0.473938,0.352941,0.666667
0.000000,0.489498,0.200000,0.666667
0.000000,0.505359,0.223529,0.666667
0.000000,0.474601,0.266667,0.666667
0.000000,0.504204,0.203922,0.666667
0.000000,0.488642,0.223529,0.666667
0.000000,0.495843,0.223529,0.666667
0.000000,0.485675,0.219608,0.666667
0.000000,0.500609,0.239216,0.500000
0.000000,0.504190,0.211765,0.500000
0.000000,0.473734,0.207843,0.500000
0.000000,0.496269,0.200000,0.500000
0.000000,0.486523,0.207843,0.583333
0.000000,0.493834,0.223529,0.666667
0.000000,0.493430,0.203922,0.583333
0.000000,0.488817,0.211765,0.666667
0.000000,0.521900,0.211765,0.333333
0.000000,0.503984,0.223529,0.666667
0.000000,0.487634,0.200000,0.666667
0.000000,0.497707,0.207843,0.583333
0.000000,0.493981,0.301961,0.666667
0.000000,0.503165,0.250980,0.583333
0.000000,0.472362,0.200000,0.666667
0.000000,0.494863,0.235294,0.666667
0.000000,0.513636,0.282353,0.666667
0.000000,0.509091,0.200000,0.666667
0.000000,0.498042,0.200000,0.583333
0.000000,0.497936,0.215686,0.583333
0.000000,0.497553,0.215686,0.583333
1.000000,0.494409,0.286275,0.333333
1.000000,0.493034,0.200000,0.583333
1.000000,0.470961,0.200000,0.583333
1.000000,0.495343,0.200000,0.416667
1.000000,0.496201,0.200000,0.500000
1.000000,0.497514,0.200000,0.583333
1.000000,0.485849,0.200000,0.250000
1.000000,0.490196,0.200000,0.416667
1.000000,0.482789,0.200000,0.333333
1.000000,0.508260,0.200000,0.416667
1.000000,0.487867,0.200000,0.500000
1.000000,0.485940,0.200000,0.583333
1.000000,0.494523,0.200000,0.666667
1.000000,0.503602,0.200000,0.500000
1.000000,0.491784,0.200000,0.416667
1.000000,0.500516,0.200000,0.416667
1.000000,0.493512,0.200000,0.666667
1.000000,0.500874,0.200000,0.500000
1.000000,0.488353,0.200000,0.416667
1.000000,0.500333,0.200000,0.416667
1.000000,0.492742,0.200000,0.333333
1.000000,0.488699,0.200000,0.583333
1.000000,0.479563,0.200000,0.416667
1.000000,0.491311,0.200000,0.500000
1.000000,0.490229,0.200000,0.416667
1.000000,0.502747,0.200000,0.416667
1.000000,0.491633,0.250980,0.333333
1.000000,0.495124,0.200000,0.500000
1.000000,0.502783,0.200000,0.416667
1.000000,0.496611,0.200000,0.416667
1.000000,0.488210,0.200000,0.333333
1.000000,0.492523,0.200000,0.416667
1.000000,0.498665,0.200000,0.500000
1.000000,0.488210,0.200000,0.416667
1.000000,0.484853,0.200000,0.500000
1.000000,0.496988,0.200000,0.333333
1.000000,0.486500,0.200000,0.500000
1.000000,0.503546,0.200000,0.583333
1.000000,0.500000,0.200000,0.250000
1.000000,0.481438,0.200000,0.583333
0.000000,0.704930,0.200000,0.916667
0.000000,0.746303,0.200000,1.000000
0.000000,0.730323,0.203922,0.666667
0.000000,0.746715,0.223529,0.750000
0.000000,0.730881,0.211765,0.833333
0.000000,0.732444,0.207843,0.666667
0.000000,0.750531,0.215686,0.750000
0.000000,0.742178,0.235294,0.916667
0.000000,0.731157,0.200000,0.833333
0.000000,0.732564,0.207843,0.916667
0.000000,0.695063,0.227451,0.916667
0.000000,0.740395,0.207843,1.000000
0.000000,0.724732,0.243137,1.000000
0.000000,0.685494,0.235294,0.916667
0.000000,0.747836,0.200000,1.000000
0.000000,0.719906,0.247059,1.000000
0.000000,0.748383,0.211765,0.833333
0.000000,0.700558,0.211765,1.000000
0.000000,0.730932,0.227451,0.916667
0.000000,0.742585,0.211765,0.916667
0.000000,0.738729,0.235294,1.000000
0.000000,0.734744,0.203922,0.750000
0.000000,0.731680,0.200000,0.833333
0.000000,0.729215,0.211765,0.750000
0.000000,0.729555,0.223529,0.916667
0.000000,0.733817,0.207843,0.833333
0.000000,0.707325,0.215686,0.916667
0.000000,0.734726,0.207843,0.833333
0.000000,0.740941,0.235294,1.000000
0.000000,0.729505,0.200000,0.750000
0.000000,0.726569,0.207843,0.666667
0.000000,0.728355,0.203922,0.916667
0.000000,0.731653,0.200000,0.833333
